,x,y,pen_down
0,273.64893830204426,278.20232167422995,True
1,272.6973474119463,278.2306305703938,True
2,271.74575805665927,278.2589910090844,True
3,270.79417170051306,278.2874518847708,True
4,269.84258982865384,278.3160622578252,True
5,268.89101397536945,278.34487203828047,True
6,267.93944575739204,278.3739327992125,True
7,266.98788762619506,278.4033217373264,True
8,266.0363432006314,278.4331506365868,True
9,265.084816480573,278.4635384466804,True
10,264.1333110241418,278.4945843530662,True
11,263.18183224695514,278.5264359636102,True
12,262.2303848177203,278.55921036104405,True
13,261.27895968618833,278.59262923743813,True
14,260.32754994737024,278.6264813442161,True
15,259.3761683562858,278.661115925897,True
16,258.4248138374588,278.69648675369365,True
17,257.47348543252593,278.7325533534799,True
18,256.5221834983245,278.7693117033256,True
19,255.57090429190885,278.8066540688845,True
20,254.61959278919946,278.8431422215668,True
21,253.66806597746643,278.87352876912405,True
22,252.71656655609902,278.9047611489436,True
23,251.76509528472013,278.93683906443835,True
24,250.81345705445287,278.96344032748567,True
25,249.8618214507395,278.99020163815374,True
26,248.9102134862399,279.017927556636,True
27,247.95842357974027,279.037956132124,True
28,247.0065840002581,279.0560603151548,True
29,246.05476625316874,279.0752767310277,True
30,245.10297283859467,279.09566143600546,True
31,244.15110001937921,279.1112062576658,True
32,243.19916306609443,279.12312957584413,True
33,242.2472442552711,279.1364205924796,True
34,241.2953306310207,279.1500884551218,True
35,240.34338323749,279.16067576947086,True
36,239.39139623654324,279.167508229281,True
37,238.43942319990356,279.17606641434105,True
38,237.48746887528273,279.18105098883365,True
39,236.53552942941263,279.16933798941324,True
40,235.58358837569983,279.1581465321219,True
41,234.63175512449973,279.1397442471692,True
42,233.679856261323,279.12509320467103,True
43,232.72791712274127,279.1133322853794,True
44,231.7759462566066,279.10449567129285,True
45,230.82395122855746,279.0988505198363,True
46,229.87195355316874,279.10337232330795,True
47,228.91994754524922,279.1011311919043,True
48,227.96793710382136,279.1018025502574,True
49,227.01593642731166,279.09787775153177,True
50,226.06427435473398,279.0740360266869,True
51,225.11257619391532,279.0497510171288,True
52,224.16072948554438,279.03232748077176,True
53,223.20911634998043,279.0058086915839,True
54,222.25742538299667,278.9816462670437,True
55,221.30550721787787,278.97000666426027,True
56,220.3535728366415,278.97653466144635,True
57,219.4018119376562,278.9663955427202,True
58,218.45197618110805,278.9072910326747,True
59,217.50686328053683,278.79518080116543,True
60,216.56572148542398,278.6520099331109,True
61,215.63257771672323,278.4642028674158,True
62,214.71067099741543,278.227177571499,True
63,213.8052847434248,277.9335767327666,True
64,212.9210202463555,277.58178850380756,True
65,212.06384796052686,277.1687917042276,True
66,211.2382714812481,276.6955156144061,True
67,210.44296126957062,276.1727527721146,True
68,209.68047709139898,275.60308728821974,True
69,208.94823841140334,274.9948184802157,True
70,208.2415402989892,274.35733116184815,True
71,207.58200703960188,273.671167197386,True
72,206.95874583079325,272.95165925032376,True
73,206.36531747034616,272.20760982555385,True
74,205.81367588920415,271.4321523854268,True
75,205.30291338209594,270.6290593004659,True
76,204.8116819173279,269.81357664841437,True
77,204.31388472755296,269.00210547591547,True
78,203.81002042444211,268.19436625279064,True
79,203.3087861980158,267.38498948868585,True
80,202.8085323928742,266.5750132667397,True
81,202.3146275303511,265.76114600302066,True
82,201.82572315258764,264.9442665049157,True
83,201.3424011182141,264.12407101337607,True
84,200.85187939078244,263.30815779770984,True
85,200.3655328085011,262.4897485983346,True
86,199.8766281428676,261.6728650833794,True
87,199.39001027576816,260.8546174714134,True
88,198.90413084948668,260.035930875442,True
89,198.4222388789671,259.2148931992134,True
90,197.9433677329864,258.39208870698883,True
91,197.4661969740783,257.56829617975444,True
92,196.98166620508553,256.7488315655803,True
93,196.49453718897098,255.93088805325658,True
94,196.00987541236128,255.11148232608735,True
95,195.52768055631176,254.29062092820288,True
96,195.04700268275323,253.46886982993124,True
97,194.56674095660853,252.6468751618997,True
98,194.0871918128328,251.8244654928332,True
99,193.60873462360868,251.00141915729765,True
100,193.13109390175237,250.17790064303733,True
101,192.6561334324681,249.35283192030096,True
102,192.18085944942402,248.52794908134908,True
103,191.6992502994291,247.70675167203183,True
104,191.2121500275241,246.88879568570601,True
105,190.73088247691828,246.0673895379866,True
106,190.25063612119916,245.24538649955144,True
107,189.77374902103213,244.4214297306838,True
108,189.29213301570587,243.6002277828464,True
109,188.81684182485782,242.77534993087832,True
110,188.33572637703338,241.95385681708362,True
111,187.85739622380257,241.13073769420976,True
112,187.36920311081622,240.31344479690043,True
113,186.88374490144773,239.49451278448163,True
114,186.40191633702403,238.67343714080306,True
115,185.92593331493777,237.84896576684062,True
116,185.4452041348057,237.0272628497559,True
117,184.9652645031402,236.2050883968642,True
118,184.48305656900425,235.38424709810806,True
119,184.00180584661177,234.56284433068976,True
120,183.51926929335525,233.74220390545025,True
121,183.03521631093167,232.92244877383285,True
122,182.55133618462395,232.1025993107318,True
123,182.0637338321917,231.2849449543932,True
124,181.57985097423298,230.4650767317707,True
125,181.0970395246634,229.64458149534713,True
126,180.61528133762948,228.823482014879,True
127,180.12629124755802,228.0066564812496,True
128,179.64183920844124,227.18713343099813,True
129,179.15019617710013,226.3718983896036,True
130,178.66377736542805,225.55353780970566,True
131,178.16726774438803,224.741254526146,True
132,177.67594911604894,223.92582051829166,True
133,177.17807882979045,223.11437105856112,True
134,176.6880409405776,222.29817077929468,True
135,176.19145430965077,221.48593968761213,True
136,175.6987419219133,220.67135071168445,True
137,175.19912448805982,219.86098798240351,True
138,174.70135802330267,219.04947797323928,True
139,174.19957370385788,218.24045187991368,True
140,173.70296077983622,217.4282546585213,True
141,173.20868145375982,216.6146129163665,True
142,172.72210195253817,215.7963875952886,True
143,172.2425340658355,214.9739881750118,True
144,171.7664764863369,214.14955903072791,True
145,171.29386021692096,213.32314489715736,True
146,170.8228325588579,212.49582592656472,True
147,170.35286418485163,211.66790383993458,True
148,169.88104026731256,210.84103740109288,True
149,169.40765114391726,210.01506615556895,True
150,168.9351756057572,209.18858548433178,True
151,168.469460452493,208.35826673381487,True
152,167.99920041887503,207.53050995900892,True
153,167.53317658862164,206.7003989166436,True
154,167.09388653374626,205.85589192459008,True
155,166.69334146118908,204.99244720494858,True
156,166.34834317512457,204.10564570045221,True
157,166.1087546082172,203.18595113255083,True
158,166.0728999523567,202.24010286769195,True
159,166.47213733790883,201.39987798314218,True
160,167.32490452787755,201.01276868219048,True
161,168.27479875483056,200.99712445390588,True
162,169.21298948424925,201.15641902323657,True
163,170.13620655840043,201.38720856193035,True
164,171.04160843379972,201.68098509257564,True
165,171.93647630770067,202.00576582745092,True
166,172.82274092253203,202.3534173016895,True
167,173.70957023407374,202.69962589186153,True
168,174.60447178506232,203.02439581903084,True
169,175.50159890339947,203.342966738759,True
170,176.40030264058382,203.6570626633158,True
171,177.30204377922527,203.96231200663993,True
172,178.2102571131492,204.2476064422906,True
173,179.12068663669552,204.52589045888828,True
174,180.0327208034209,204.79886094103463,True
175,180.94618933722927,205.0669970264876,True
176,181.85765341086702,205.34181598402841,True
177,182.76627724127547,205.62591313094978,True
178,183.67993398898983,205.89285166113558,True
179,184.60068874511987,206.13457488594713,True
180,185.52635097287387,206.35677920526365,True
