,x,y,pen_down
0,232.81966988562434,275.79795397068193,True
1,231.87172637078797,275.6662452209271,True
2,230.92456107259528,275.52905377112717,True
3,229.97914611807158,275.3802913225618,True
4,229.0339322176622,275.2302421876714,True
5,228.08799589230165,275.08482172739616,True
6,227.1435410978649,274.9300917574557,True
7,226.2031071424565,274.7526684249169,True
8,225.26760547072038,274.550867473937,True
9,224.33769616679075,274.3247047715349,True
10,223.41683130819308,274.06430749930223,True
11,222.5004548651701,273.78830729344446,True
12,221.58646902416908,273.5044643697686,True
13,220.68475776444274,273.1841783017553,True
14,219.79155840086918,272.840567290374,True
15,218.90907620239457,272.4704251427512,True
16,218.0365398221292,272.0773400114361,True
17,217.1700912635055,271.67091449450743,True
18,216.31026136989016,271.2507093001132,True
19,215.4534522216266,270.82430457505103,True
20,214.6057049527821,270.3803967894911,True
21,213.76878085110098,269.9162751550466,True
22,212.94053722178592,269.43681432657024,True
23,212.1225271375772,268.94016235200286,True
24,211.31455611451557,268.42726450200973,True
25,210.51287208968057,267.90454861465116,True
26,209.7204918594054,267.36802240059717,True
27,208.94042323926246,266.81357831641856,True
28,208.16521676001784,266.2523342747162,True
29,207.3956326449159,265.6834898821353,True
30,206.6376418704985,265.0992400739192,True
31,205.88784012922383,264.50449022488203,True
32,205.14341153687633,263.9030277640024,True
33,204.4054987241475,263.29361590085307,True
34,203.67762469567728,262.6722116868673,True
35,202.95117301740305,262.0491493683794,True
36,202.2301314760662,261.41984156983426,True
37,201.51977448695416,260.778486601583,True
38,200.81382589144795,260.1322817713714,True
39,200.11625259050595,259.4770466879989,True
40,199.4260273290024,258.81407845886287,True
41,198.74509171349627,258.1415797043612,True
42,198.06985083124124,257.4633563184179,True
43,197.40506754919613,256.77490164068945,True
44,196.74245794469795,256.084327536799,True
45,196.08243043164464,255.39128795974221,True
46,195.43154386987467,254.68968965393833,True
47,194.78789818615135,253.98141658152514,True
48,194.1466247072401,253.27098561221345,True
49,193.50794889468742,252.55822263652118,True
50,192.87660199859803,251.83898726485404,True
51,192.25274072168742,251.1132278668254,True
52,191.63030860853064,250.38623445847145,True
53,191.01171200547978,249.65600999782896,True
54,190.39914663648614,248.9206816854692,True
55,189.78783960233966,248.18431085330997,True
56,189.18217623889575,247.4433104087658,True
57,188.58576358709905,246.69484281714006,True
58,187.9975351246033,245.9399107599433,True
59,187.4142468635182,245.1811527561897,True
60,186.83640184939816,244.41825726177146,True
