,x,y,pen_down
0,249.99657557701536,279.3370317101568,True
1,249.19753690923943,278.7746195051493,True
2,248.40162428017106,278.2077925434013,True
3,247.61234086912077,277.63177431543136,True
4,246.81845439862522,277.0621161128557,True
5,246.0237971726072,276.4935300432155,True
6,245.2313294073682,275.921897631408,True
7,244.44565106425756,275.34098086827584,True
8,243.65852930960295,274.7620098432166,True
9,242.87674726221553,274.1758601498372,True
10,242.09830227140893,273.5852751349863,True
11,241.32032815308781,272.9940674285499,True
12,240.54737187793145,272.39632851398494,True
13,239.7778731317981,271.794133856642,True
14,239.01298674022706,271.1860991045846,True
15,238.2548862260573,270.56963554797704,True
16,237.50175266303634,269.9470992789192,True
17,236.74729348701226,269.32616812714593,True
18,235.99627984877128,268.70108634554424,True
19,235.2457094093492,268.0754574167854,True
20,234.495862124447,267.44896190114633,True
21,233.74996590908012,266.81777625725084,True
22,233.00339676991558,266.18738286012194,True
23,232.25981091743688,265.55349130476867,True
24,231.5166736874487,264.91905725214457,True
25,230.77250823685358,264.28582193152914,True
26,230.03385865855762,263.6461969235196,True
27,229.30056417604916,263.0004058120404,True
28,228.56662665732978,262.35534842285927,True
29,227.83275047876816,261.71022154928244,True
30,227.10333785175635,261.0600600481929,True
31,226.37753846272622,260.4058549625364,True
32,225.65351762244757,259.74968314432266,True
33,224.93168868376245,259.0911009573327,True
34,224.2146595215792,258.42732332739234,True
35,223.5022990533925,257.7585093798227,True
36,222.7890428543729,257.09065026875237,True
37,222.0781741137317,256.4202706511888,True
38,221.37275350209475,255.74414158952703,True
39,220.6668290702009,255.06854705463869,True
40,219.95921709816105,254.39472409580793,True
41,219.25652033307372,253.71576421289046,True
42,218.5550995474788,253.03548559442788,True
43,217.8568372424769,252.35199694644595,True
44,217.1669432889088,251.66003210918427,True
45,216.47898309783858,250.96614499320168,True
46,215.7939503078039,250.26937396393888,True
47,215.11357985665168,249.56804219253752,True
48,214.43313471476387,248.86678443947932,True
49,213.75126025150982,248.1669215835605,True
50,213.07442606373408,247.46217660662012,True
51,212.3964534778948,246.75852683018667,True
52,211.71795757509315,246.05538871984655,True
53,211.04659225346649,245.34543238794978,True
54,210.3774120048109,244.63341559570347,True
55,209.7071801580394,243.92238854493763,True
56,209.0380628524656,243.2103137464915,True
57,208.37433979737912,242.4932072212415,True
58,207.70765417040315,241.7788539782825,True
59,207.04356745988622,241.06208410108079,True
60,206.38444902177042,240.3407436151166,True
61,205.7323867587952,239.61302025150536,True
62,205.08011888830214,238.88547858521648,True
63,204.4272397880192,238.15848538799884,True
64,203.78201494621354,237.4246982946801,True
65,203.14141323579065,236.6868660946399,True
66,202.49703718175013,235.95232906452827,True
67,201.85506354315874,235.2156900527424,True
68,201.21923062946865,234.47374980275433,True
69,200.5828456384058,233.73227614675295,True
70,199.9494982771797,232.98820902019742,True
71,199.31316897447226,232.24669202930824,True
72,198.68400843990537,231.49910377032327,True
73,198.06329572637495,230.74447400184275,True
74,197.44256641245855,229.9898466002262,True
75,196.8262390155858,229.23163081102035,True
76,196.20882289706367,228.47429409537546,True
77,195.59074702950576,227.71749042067933,True
78,194.97993861447597,226.95483616186436,True
79,194.3743112595406,226.1880351557393,True
80,193.76922466899072,225.42080611613233,True
81,193.1620988323044,224.6551921440996,True
82,192.5563687971803,223.88847631368628,True
83,191.95665143798885,223.11705650325956,True
84,191.3634116621988,222.34064000040166,True
85,190.7731158136352,221.56197381821445,True
86,190.17715008431128,220.78767166603956,True
87,189.57950414937903,220.01464747304345,True
88,188.99037003458957,219.23512563829283,True
89,188.4041458961087,218.45339437404903,True
90,187.81976767794794,217.67029853728485,True
91,187.23892485551605,216.8845586214112,True
92,186.66189690076854,216.09605403134688,True
93,186.09196986751004,215.30235872747016,True
94,185.52012914945072,214.51004133998202,True
95,184.94723292122183,213.71848587221876,True
96,184.37492547072594,212.92650459274782,True
97,183.80643003586576,212.13180380328234,True
98,183.2444408683251,211.33246754382188,True
99,182.68366806689374,210.532280685336,True
100,182.12710920239434,209.7291586054717,True
101,181.5755338032167,208.9226066132851,True
102,181.02950247575455,208.1122922150208,True
103,180.4889259781425,207.29832442917888,True
104,179.94921092728526,206.48379444762978,True
105,179.40529170338647,205.6720734713713,True
106,178.87023296176108,204.85446576486316,True
107,178.3372766821752,204.03551130886547,True
108,177.81543112465806,203.20940865795163,True
109,177.2908408172701,202.38504512152403,True
110,176.76593807201797,201.56088059741745,True
111,176.24241449576942,200.7358398817771,True
112,175.72204922265368,199.90880511791178,True
113,175.20726537109886,199.07828344053974,True
114,174.69666870901796,198.245180915474,True
115,174.19075710795178,197.4092250872478,True
116,173.69076854896883,196.56971330388347,True
117,173.19954045358924,195.72504458820134,True
118,172.70934252269123,194.87977760892292,True
119,172.22777194292536,194.02956706347442,True
120,171.7504206871073,193.17697970717302,True
121,171.27505902381327,192.3232811022822,True
122,170.80403030526114,191.4671850987052,True
123,170.33801060995162,190.6083527125613,True
124,169.8799699440123,189.74524195593162,True
125,169.41795038888736,188.88425197563677,True
126,168.96228965209644,188.01988355204332,True
127,168.5013077974226,187.15834107190983,True
128,168.04426197987294,186.29470241041142,True
129,167.5839232437887,185.4328136543549,True
130,167.12937033406214,184.56786567214658,True
131,166.67520264427952,183.70270611313902,True
132,166.23094266942562,182.8324437601461,True
133,165.7899228161858,181.9605081425335,True
134,165.35947154969165,181.08334048141205,True
135,164.9347246358183,180.20336353274283,True
136,164.5124073458266,179.3222186366296,True
137,164.09416640842284,178.43913410278412,True
138,163.6783791943646,177.55488818054704,True
139,163.2626909075746,176.6705955588492,True
140,162.84547000431513,175.78702575574414,True
141,162.4258029749626,174.90461558222685,True
142,162.00473303825117,174.0228728132898,True
143,161.583993087029,173.14097266328082,True
144,161.16277848918958,172.25929945442715,True
145,160.74304202043322,171.3769244132069,True
146,160.32882891496482,170.4919477687774,True
147,159.92350542723682,169.6028784409607,True
148,159.52866739567065,168.70909768290832,True
149,159.13868345435776,167.81317215231797,True
150,158.75531213479724,166.91444066927966,True
151,158.3826864112217,166.01115939919487,True
152,158.01269482779412,165.10679454934655,True
153,157.6445694469795,164.20166888790527,True
154,157.2785465984862,163.2956905705191,True
155,156.90993172240803,162.3907802841671,True
156,156.53681067872338,161.4877104472012,True
157,156.1715668979815,160.58142690488742,True
158,155.81057098662956,159.67343699315313,True
159,155.45086036132017,158.7649749221893,True
160,155.10857438510868,157.84979716004227,True
161,154.7792018455068,156.92986098909876,True
162,154.45296547890712,156.00880986634158,True
163,154.13276107474712,155.08565244426222,True
164,153.82238877205586,154.15913980205966,True
165,153.51924977318768,153.23022813980486,True
166,153.21642803798238,152.30121357087077,True
167,152.91344140929542,151.37226773992873,True
168,152.62217785711582,150.4395648706191,True
169,152.32838377929548,149.50765539338886,True
170,152.03561310703537,148.57542495017498,True
171,151.74775450638805,147.64167062612498,True
172,151.4705171031974,146.70470609868107,True
173,151.20273502621356,145.76499415885033,True
174,150.94247297094782,144.82317050084058,True
175,150.67737860271626,143.8827215200212,True
176,150.44799256064437,142.9329046028731,True
177,150.2175313196374,141.98335973393324,True
178,150.01073919686667,141.02837172078108,True
179,149.79487232780795,140.07540398221522,True
180,149.59901100830743,139.11811284913617,True
181,149.40905872279558,138.15963185704362,True
182,149.22474132327278,137.20005089515007,True
183,149.04444951733197,136.23970457840193,True
184,148.86262267228219,135.27966876886254,True
185,148.66267798314067,134.3232315988764,True
186,148.45855804355807,133.3677881816568,True
187,148.28785474060132,132.40569208724253,True
188,148.12128101738182,131.4429570024802,True
189,147.97708705750466,130.4765333964772,True
190,147.8426325473589,129.50889871392377,True
191,147.7460744542521,128.5366369711113,True
192,147.6650262629543,127.56288107650593,True
193,147.58994106494436,126.58867647334883,True
194,147.5384831707284,125.61302329870966,True
195,147.52436418022955,124.6362022543713,True
196,147.52728425478065,123.6590831450007,True
197,147.53563582390606,122.68200219639672,True
198,147.52258286811175,121.70506805443824,True
199,147.53152986339893,120.72811061903667,True
200,147.54888991412042,119.75114138540256,True
201,147.57158093642028,118.77428335331403,True
202,147.61303217608898,117.79805299911754,True
203,147.66196243160894,116.82216765090466,True
204,147.74850952386564,115.84891424081182,True
205,147.86867821089436,114.8792751557712,True
206,148.02329566410478,113.91446415402925,True
207,148.17721501864577,112.9496012407638,True
208,148.3565371214935,111.98907787819856,True
209,148.53511026309855,111.02851679415288,True
210,148.74381754637457,110.07395288015262,True
211,148.94505585400236,109.11778998888096,True
212,149.16171574298053,108.16503896532883,True
213,149.40134861068032,107.21776549141059,True
214,149.65265862795562,106.2735268099543,True
215,149.91558003916492,105.33244235755221,True
216,150.18279650189064,104.3925692796107,True
217,150.46143589985775,103.45614406786865,True
218,150.7752906496709,102.53087302078491,True
219,151.11529569313493,101.6148502241487,True
220,151.47594045991883,100.7067778335117,True
221,151.86209577350215,99.80927764957222,True
222,152.2745751004443,98.92350718490133,True
223,152.7053961102996,98.04660081918931,True
224,153.167125442403,97.18551570090935,True
225,153.65245848739522,96.33749798484247,True
226,154.15868038753837,95.50176637401705,True
227,154.6830991119249,94.6773360511282,True
228,155.2274649934695,93.86596645416604,True
229,155.79567496648946,93.07109668565775,True
230,156.38546352736856,92.29211392412192,True
231,156.99820698529146,91.53105227767648,True
232,157.6331315998536,90.78840225838073,True
233,158.2897232499435,90.06478632417156,True
234,158.96072354060166,89.35456296375996,True
235,159.6527526106648,88.66475265700338,True
236,160.3568980139735,87.98735811117987,True
237,161.07962796790179,87.32978910793902,True
238,161.8155390421484,86.68705993955463,True
239,162.57219518038738,86.06887658616746,True
240,163.34783625382443,85.47467996425694,True
241,164.14135518698478,84.9045588862115,True
